Resume_ID,Resume_Category,Top_Matched_Jobs,Job_IDs,Similarities
139,Arts,"['Diversion Investigator', 'Vice President & Chief Financial Officer', 'Career Specialist Instructor']","[225, 804, 157]","[0.09636340285054405, 0.07863172168295049, 0.07634088684852254]"
140,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
141,Web Designing,"['Full Stack Web Developer', 'Wordpress Web Developer', 'Web Developer']","[62, 13, 63]","[0.18458330427781502, 0.1612888011742656, 0.15653787270908767]"
142,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
143,Web Designing,"['Web Developer', 'Web Designer', 'Wordpress Developer']","[10, 8, 289]","[0.12149199683246326, 0.1143856708774695, 0.09270120563699276]"
144,Web Designing,"['Full Stack Web Developer', 'UI Web Designer', 'Front-End Engineer/UI Developer']","[62, 14, 65]","[0.13316744526256324, 0.12693432221840675, 0.12321182192843076]"
145,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
146,Web Designing,"['Full Stack Web Developer', 'Wordpress Web Developer', 'Web Developer']","[62, 13, 63]","[0.18458330427781502, 0.1612888011742656, 0.15653787270908767]"
147,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
148,Web Designing,"['Web Developer', 'Web Designer', 'Wordpress Developer']","[10, 8, 289]","[0.12149199683246326, 0.1143856708774695, 0.09270120563699276]"
149,Web Designing,"['Full Stack Web Developer', 'UI Web Designer', 'Front-End Engineer/UI Developer']","[62, 14, 65]","[0.13316744526256324, 0.12693432221840675, 0.12321182192843076]"
150,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
151,Web Designing,"['Full Stack Web Developer', 'Wordpress Web Developer', 'Web Developer']","[62, 13, 63]","[0.18458330427781502, 0.1612888011742656, 0.15653787270908767]"
152,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
153,Web Designing,"['Web Developer', 'Web Designer', 'Wordpress Developer']","[10, 8, 289]","[0.12149199683246326, 0.1143856708774695, 0.09270120563699276]"
154,Web Designing,"['Full Stack Web Developer', 'UI Web Designer', 'Front-End Engineer/UI Developer']","[62, 14, 65]","[0.13316744526256324, 0.12693432221840675, 0.12321182192843076]"
155,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
156,Web Designing,"['Full Stack Web Developer', 'Wordpress Web Developer', 'Web Developer']","[62, 13, 63]","[0.18458330427781502, 0.1612888011742656, 0.15653787270908767]"
157,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
158,Web Designing,"['Web Developer', 'Web Designer', 'Wordpress Developer']","[10, 8, 289]","[0.12149199683246326, 0.1143856708774695, 0.09270120563699276]"
159,Web Designing,"['Full Stack Web Developer', 'UI Web Designer', 'Front-End Engineer/UI Developer']","[62, 14, 65]","[0.13316744526256324, 0.12693432221840675, 0.12321182192843076]"
160,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
161,Web Designing,"['Full Stack Web Developer', 'Wordpress Web Developer', 'Web Developer']","[62, 13, 63]","[0.18458330427781502, 0.1612888011742656, 0.15653787270908767]"
162,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
163,Web Designing,"['Web Developer', 'Web Designer', 'Wordpress Developer']","[10, 8, 289]","[0.12149199683246326, 0.1143856708774695, 0.09270120563699276]"
164,Web Designing,"['Full Stack Web Developer', 'UI Web Designer', 'Front-End Engineer/UI Developer']","[62, 14, 65]","[0.13316744526256324, 0.12693432221840675, 0.12321182192843076]"
165,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
166,Web Designing,"['Full Stack Web Developer', 'Wordpress Web Developer', 'Web Developer']","[62, 13, 63]","[0.18458330427781502, 0.1612888011742656, 0.15653787270908767]"
167,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
168,Web Designing,"['Web Developer', 'Web Designer', 'Wordpress Developer']","[10, 8, 289]","[0.12149199683246326, 0.1143856708774695, 0.09270120563699276]"
169,Web Designing,"['Full Stack Web Developer', 'UI Web Designer', 'Front-End Engineer/UI Developer']","[62, 14, 65]","[0.13316744526256324, 0.12693432221840675, 0.12321182192843076]"
170,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
171,Web Designing,"['Full Stack Web Developer', 'Wordpress Web Developer', 'Web Developer']","[62, 13, 63]","[0.18458330427781502, 0.1612888011742656, 0.15653787270908767]"
172,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
173,Web Designing,"['Web Developer', 'Web Designer', 'Wordpress Developer']","[10, 8, 289]","[0.12149199683246326, 0.1143856708774695, 0.09270120563699276]"
174,Web Designing,"['Full Stack Web Developer', 'UI Web Designer', 'Front-End Engineer/UI Developer']","[62, 14, 65]","[0.13316744526256324, 0.12693432221840675, 0.12321182192843076]"
175,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
176,Web Designing,"['Full Stack Web Developer', 'Wordpress Web Developer', 'Web Developer']","[62, 13, 63]","[0.18458330427781502, 0.1612888011742656, 0.15653787270908767]"
177,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
178,Web Designing,"['Web Developer', 'Web Designer', 'Wordpress Developer']","[10, 8, 289]","[0.12149199683246326, 0.1143856708774695, 0.09270120563699276]"
179,Web Designing,"['Full Stack Web Developer', 'UI Web Designer', 'Front-End Engineer/UI Developer']","[62, 14, 65]","[0.13316744526256324, 0.12693432221840675, 0.12321182192843076]"
180,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
181,Web Designing,"['Full Stack Web Developer', 'Wordpress Web Developer', 'Web Developer']","[62, 13, 63]","[0.18458330427781502, 0.1612888011742656, 0.15653787270908767]"
182,Web Designing,"['Web Designer', 'Systems Analyst - Appserver Admin', 'Mainframe Programmer Analyst']","[8, 472, 769]","[0.1378231880035223, 0.1314497928234924, 0.12270180212671053]"
183,Web Designing,"['Web Developer', 'Web Designer', 'Wordpress Developer']","[10, 8, 289]","[0.12149199683246326, 0.1143856708774695, 0.09270120563699276]"
184,Web Designing,"['Full Stack Web Developer', 'UI Web Designer', 'Front-End Engineer/UI Developer']","[62, 14, 65]","[0.13316744526256324, 0.12693432221840675, 0.12321182192843076]"
185,Mechanical Engineer,"['Project Manager 100% Remote', 'Construction Project Manager (Remote)', 'Sales Executive']","[239, 406, 54]","[0.2508795343062551, 0.21128816832348932, 0.2088653152814322]"
186,Mechanical Engineer,"['CNC Programmer Machinist', 'CNC Programmer', 'Marketing Project Intern']","[765, 768, 847]","[0.2992727383785327, 0.2642027615954927, 0.11946060894980967]"
187,Mechanical Engineer,"['Executive Administrator', 'Bank President Jobs in Columbus, Ohio', 'Construction Project Manager']","[620, 101, 575]","[0.16058275004686298, 0.14537198521634845, 0.1300194094607601]"
188,Mechanical Engineer,"['Remote Website Designer', 'Water Resources Project Manager', 'Construction Project Manager']","[6, 160, 575]","[0.17804396135989609, 0.13401639666527485, 0.1325030213555502]"
189,Mechanical Engineer,"['Construction Project Manager', 'Senior Project Manager', 'CNC Programmer Machinist']","[575, 343, 765]","[0.12385397578072967, 0.11992732220675444, 0.10823528710842574]"
190,Mechanical Engineer,"['Project Manager 100% Remote', 'Construction Project Manager (Remote)', 'Sales Executive']","[239, 406, 54]","[0.2508795343062551, 0.21128816832348932, 0.2088653152814322]"
191,Mechanical Engineer,"['CNC Programmer Machinist', 'CNC Programmer', 'Marketing Project Intern']","[765, 768, 847]","[0.2992727383785327, 0.2642027615954927, 0.11946060894980967]"
192,Mechanical Engineer,"['Executive Administrator', 'Bank President Jobs in Columbus, Ohio', 'Construction Project Manager']","[620, 101, 575]","[0.16058275004686298, 0.14537198521634845, 0.1300194094607601]"
193,Mechanical Engineer,"['Remote Website Designer', 'Water Resources Project Manager', 'Construction Project Manager']","[6, 160, 575]","[0.17804396135989609, 0.13401639666527485, 0.1325030213555502]"
194,Mechanical Engineer,"['Construction Project Manager', 'Senior Project Manager', 'CNC Programmer Machinist']","[575, 343, 765]","[0.12385397578072967, 0.11992732220675444, 0.10823528710842574]"
195,Mechanical Engineer,"['Project Manager 100% Remote', 'Construction Project Manager (Remote)', 'Sales Executive']","[239, 406, 54]","[0.2508795343062551, 0.21128816832348932, 0.2088653152814322]"
196,Mechanical Engineer,"['CNC Programmer Machinist', 'CNC Programmer', 'Marketing Project Intern']","[765, 768, 847]","[0.2992727383785327, 0.2642027615954927, 0.11946060894980967]"
197,Mechanical Engineer,"['Executive Administrator', 'Bank President Jobs in Columbus, Ohio', 'Construction Project Manager']","[620, 101, 575]","[0.16058275004686298, 0.14537198521634845, 0.1300194094607601]"
198,Mechanical Engineer,"['Remote Website Designer', 'Water Resources Project Manager', 'Construction Project Manager']","[6, 160, 575]","[0.17804396135989609, 0.13401639666527485, 0.1325030213555502]"
199,Mechanical Engineer,"['Construction Project Manager', 'Senior Project Manager', 'CNC Programmer Machinist']","[575, 343, 765]","[0.12385397578072967, 0.11992732220675444, 0.10823528710842574]"
200,Mechanical Engineer,"['Project Manager 100% Remote', 'Construction Project Manager (Remote)', 'Sales Executive']","[239, 406, 54]","[0.2508795343062551, 0.21128816832348932, 0.2088653152814322]"
201,Mechanical Engineer,"['CNC Programmer Machinist', 'CNC Programmer', 'Marketing Project Intern']","[765, 768, 847]","[0.2992727383785327, 0.2642027615954927, 0.11946060894980967]"
202,Mechanical Engineer,"['Executive Administrator', 'Bank President Jobs in Columbus, Ohio', 'Construction Project Manager']","[620, 101, 575]","[0.16058275004686298, 0.14537198521634845, 0.1300194094607601]"
203,Mechanical Engineer,"['Remote Website Designer', 'Water Resources Project Manager', 'Construction Project Manager']","[6, 160, 575]","[0.17804396135989609, 0.13401639666527485, 0.1325030213555502]"
204,Mechanical Engineer,"['Construction Project Manager', 'Senior Project Manager', 'CNC Programmer Machinist']","[575, 343, 765]","[0.12385397578072967, 0.11992732220675444, 0.10823528710842574]"
205,Mechanical Engineer,"['Project Manager 100% Remote', 'Construction Project Manager (Remote)', 'Sales Executive']","[239, 406, 54]","[0.2508795343062551, 0.21128816832348932, 0.2088653152814322]"
206,Mechanical Engineer,"['CNC Programmer Machinist', 'CNC Programmer', 'Marketing Project Intern']","[765, 768, 847]","[0.2992727383785327, 0.2642027615954927, 0.11946060894980967]"
207,Mechanical Engineer,"['Executive Administrator', 'Bank President Jobs in Columbus, Ohio', 'Construction Project Manager']","[620, 101, 575]","[0.16058275004686298, 0.14537198521634845, 0.1300194094607601]"
208,Mechanical Engineer,"['Remote Website Designer', 'Water Resources Project Manager', 'Construction Project Manager']","[6, 160, 575]","[0.17804396135989609, 0.13401639666527485, 0.1325030213555502]"
209,Mechanical Engineer,"['Construction Project Manager', 'Senior Project Manager', 'CNC Programmer Machinist']","[575, 343, 765]","[0.12385397578072967, 0.11992732220675444, 0.10823528710842574]"
210,Mechanical Engineer,"['Project Manager 100% Remote', 'Construction Project Manager (Remote)', 'Sales Executive']","[239, 406, 54]","[0.2508795343062551, 0.21128816832348932, 0.2088653152814322]"
211,Mechanical Engineer,"['CNC Programmer Machinist', 'CNC Programmer', 'Marketing Project Intern']","[765, 768, 847]","[0.2992727383785327, 0.2642027615954927, 0.11946060894980967]"
212,Mechanical Engineer,"['Executive Administrator', 'Bank President Jobs in Columbus, Ohio', 'Construction Project Manager']","[620, 101, 575]","[0.16058275004686298, 0.14537198521634845, 0.1300194094607601]"
213,Mechanical Engineer,"['Remote Website Designer', 'Water Resources Project Manager', 'Construction Project Manager']","[6, 160, 575]","[0.17804396135989609, 0.13401639666527485, 0.1325030213555502]"
214,Mechanical Engineer,"['Construction Project Manager', 'Senior Project Manager', 'CNC Programmer Machinist']","[575, 343, 765]","[0.12385397578072967, 0.11992732220675444, 0.10823528710842574]"
215,Mechanical Engineer,"['Project Manager 100% Remote', 'Construction Project Manager (Remote)', 'Sales Executive']","[239, 406, 54]","[0.2508795343062551, 0.21128816832348932, 0.2088653152814322]"
216,Mechanical Engineer,"['CNC Programmer Machinist', 'CNC Programmer', 'Marketing Project Intern']","[765, 768, 847]","[0.2992727383785327, 0.2642027615954927, 0.11946060894980967]"
217,Mechanical Engineer,"['Executive Administrator', 'Bank President Jobs in Columbus, Ohio', 'Construction Project Manager']","[620, 101, 575]","[0.16058275004686298, 0.14537198521634845, 0.1300194094607601]"
218,Mechanical Engineer,"['Remote Website Designer', 'Water Resources Project Manager', 'Construction Project Manager']","[6, 160, 575]","[0.17804396135989609, 0.13401639666527485, 0.1325030213555502]"
219,Mechanical Engineer,"['Construction Project Manager', 'Senior Project Manager', 'CNC Programmer Machinist']","[575, 343, 765]","[0.12385397578072967, 0.11992732220675444, 0.10823528710842574]"
220,Mechanical Engineer,"['Project Manager 100% Remote', 'Construction Project Manager (Remote)', 'Sales Executive']","[239, 406, 54]","[0.2508795343062551, 0.21128816832348932, 0.2088653152814322]"
221,Mechanical Engineer,"['CNC Programmer Machinist', 'CNC Programmer', 'Marketing Project Intern']","[765, 768, 847]","[0.2992727383785327, 0.2642027615954927, 0.11946060894980967]"
222,Mechanical Engineer,"['Executive Administrator', 'Bank President Jobs in Columbus, Ohio', 'Construction Project Manager']","[620, 101, 575]","[0.16058275004686298, 0.14537198521634845, 0.1300194094607601]"
223,Mechanical Engineer,"['Remote Website Designer', 'Water Resources Project Manager', 'Construction Project Manager']","[6, 160, 575]","[0.17804396135989609, 0.13401639666527485, 0.1325030213555502]"
224,Mechanical Engineer,"['Construction Project Manager', 'Senior Project Manager', 'CNC Programmer Machinist']","[575, 343, 765]","[0.12385397578072967, 0.11992732220675444, 0.10823528710842574]"
225,Sales,"['Automotive Business Development Center (BDC) Representative', 'Enterprise Sales Executive', 'Sales Intern (CLE)']","[133, 114, 546]","[0.14149821389719333, 0.10440794492416255, 0.10270918925300684]"
